Ad state	Ad	Description line 1	Description line 2	Display URL	Destination URL	Final URL	Mobile final URL	Tracking template	Custom parameter	Campaign	Ad group	Status	Labels	Campaign Type	Campaign sub-type	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate	View-through Conv.
removed	08 ChevroletMatiz 1.0 SE	5 Door with A/C wow only £79 pm	Include Vat Unbeatable In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=304					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ZERO Deposit Leasing	Cars from £80 pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA 1.2 from £134.99	3dr 1.2 Studio KA range of colours	"New deal now in, view online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=376					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW FordFocus £155pm	Top Deal New FordFocus 1.6 Style	Climate/Tax/Delivery in March Free!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=506					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	RR Sport 3.0 TDV6 HSE	Commandshift Only £789 per month	"7 in Stock, View and Enquire Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=139377					Range Rover	Range Rover Sport	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	HondaS2000 Roadster 2.0i	Wow No Deposit Deal £249pm	"In Stock Now, View & Enquire Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143989					Honda	Honda	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	New RenaultScenic £235pm	Grand Scenic 1.6 Dynamique 7 Seat	"Brand New Deal just in, View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=450					Renault Grand Scenic	Renault Grand Scenic	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Car Hire Super Deals	Business/Personal View Offer Online	All Low Prices and Free Delivery.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Car Leasing	Car leasing	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW FORD FOCUS £179pm	Top Deal on New Ford Focus 1.8TDi	Zetec. Climate/Tax/Delivery/	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Range Roverr 2.7 TDV6 HSE	"Free delivery/road tax, only £599pm"	"Special Offer, limited stock."	www.hippoleasing.co.uk/	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=333					RangeRover	2.7 TDV6 HSE	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ex Demo FordFocus £129pm	Top Deal FordFocus 1.8 Style 5Dr	Climate/Tax/Delivery in 7 days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=506					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	Daily deals updated online from £69	UK Free Delivery on Summer deals	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/index.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £119 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=150987					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Deal on Fiat Punto	Brand new Fiat Punto from £109 pm	Free Delivery/Road Tax - Unbeatable	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £69	"UK Free Delivery,New Year Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RR Sport 3.6 TDV8 HSE	Brand New Lease £698 per month	Java Black with Ivory Leather.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=122011					Range Rover	Range Rover Sport	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	New 08 Plate Punto	Brand New 1.2 Active 3 door	only £99 per month. In stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £79	UK Free Delivery	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	New *MercedesBenz M Class	"Diesel SW ,Sport 5dr Tip Auto"	"Only £339 per month, amazing value."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=122010					Mercedes	Mercedes-Benz M	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Peugeot207 1.4 VTI	3 Door with air conditioning	Only £119 per month INC VAT!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=286					Peugeot 207	Peugeot 207	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA 1.2Studio £69 pm	Ex Demo FordKA 1.2 Studio 3dr	"New deal now in, Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=535					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane Coupe	"1.5 DCI ,ONLY £159 per month"	"New Deal just In, Enquire Online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=420http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=420					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £199pm	Brand New 2.0 CDTi Diesel Hatch	Now in Stock Delivery free in NOV	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=111991					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK PuntoDeal	FiatPunto 1.4 Active Hatch 5dr	In Stock and only £99 per month	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143957					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallAstra 1.6 Sport	Convertible only £199 per month	"New Deal just in, view online now."	www.hippoleasing.co.uk/	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=378					Vauxhall Astra (Petrol)	Vauxhall Astra Twin Top	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	New Year deals online from £69	UK free dedliver	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	NEW Summer deals online from £69	"Best Prices, UK Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/index.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £69	"UK Free Delivery, Summer Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/index.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Saaab9-3 Convertible £252	Saab9-3 1.9 Tid LinearConvertible	"Wow, Special offer in stock now."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=377					Saab	Saab Linear Convert	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane Convertible	"1.6 VVT ,ONLY £139 per month"	"New Deal just In, Enquire Online."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=144028					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Brand New 1.2 Active 3 door £99.99	"Figures Include Vat, In Stock Now!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Golf-Diesel Hatch £199pm	1.6 TDi 105 S 5dr in stock now.	Road Tax Inc and Free Delivery Wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=161756					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease your car in 24 hrs	Most of our cars are in stock	You can drive away the next day!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php					Bad Credit Leasing	Quick Cars	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £99	Huge Savings and UK Free Delivery	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Brand New 08 1.2 Active 3 door.	only £99 per month. In stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Zetec £139pm	Top Deal FordFocus 1.6 Zetec 5Dr	Ex Demo Delivery in 7 days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=506					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	BMW 116i 5DR 2.0 ES	New Special Offer just in £219	Free Tax and Delivery WOW.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=444					BMW	BMW 1series	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £158pm	1.6 16V 110 Dynamique TomTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=196915					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	Ex Demo FiatPunto 1.2 Active	only £109pm Unbeatable In Stock Now	www.hippoleasing.co.uk	http://hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=111379					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £159.00pm	1.6 16V 110 Dynamique TomTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=238202					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £196pm	Brand New Insignia 1.8 Hatch	Now in Stock Delivery free in April	www.hippoleasing.co.uk	http://hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=101648					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £119 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-315136					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease your car in 24 hrs	Most of our cars are in stock	You can drive away the next day!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					Bad Credit Leasing	Quick Cars	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-611565					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease PeugeotBipper £188	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/peugeot/bipper-diesel-1.3-hdi-75-s-non-start-stop-618380					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-648791					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peugeotpartner £169	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/peugeot/partner-l1-diesel-625-se-1.6-hdi-75-van-702836					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £128 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-776745					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £124 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-918216					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £148pm	Ex Demo Hatch 1.2 TSI S 5dr	New Offer in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-hatchback/golf-hatchback-12-tsi-s-5dr-2342023					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £169pm	VauxhallInsignia 1.8 Exclusive	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=134496					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Incredible Lease Prices	Daily deals updated online from £69	UK Free Delivery on Summer deals	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Golf-Diesel Hatch £199pm	1.6 TDi 105 S 5dr in stock now.	Road Tax Inc and Free Delivery Wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=191498					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £130 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-420750					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Chev Spark Hatch £92pm	A/C/Colour Coded/CD 1.0 SE+ 5d	"Low Tax, in Stock View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=104263					Chevrolet	Cherolet Spark	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £102	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-648796					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £208pm	Diesel Hatch Special Offer SRi	"160 BHP, Air Con, CD, 18"" Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-sri-160-5dr-auto-676015					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £119 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=185961					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ZERO Deposit Leasing	Cars from £90 pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £174pm	1.6 TDi 105 S 5dr in stock now.	"In stock, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-diesel-hatchback-1.6-tdi-105-s-5dr-676022					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peug Partner £179	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-vans/peugeot/partner-l1-diesel-625-se-1.6-hdi-75-van-768120					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	NEW RenaultScenic £189pm	1.6 16v VVT Dynamique 5dr	10 cars In stock delivery in days.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=315185					GRANDE SCENIC	GRANDE SCENIC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	RR Diesel 4.4 TDV8 Vogue	Brand New Lease £989 per month	"3 in Stock, View and Enquire Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=139376					Range Rover	Range Rover Sport	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £124pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-100i-zetec-5dr-345298					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease PeugeotBipper £188	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/peugeot/bipper-diesel-1.3-hdi-75-s-non-start-stop-613141					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FiatPuntoEvo Hatch £109pm	"1.4 Active 5dr, CD, USB"	only £107 per month. 4 In stock now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-evo-hatchback-1.4-active-5dr-846357					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £179pm	Brand New 1.8i 16V SRi 5dr	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback-1.8i-16v-sri-5dr-555457					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Lease Peug Partner £158	No Deposit Available.Unlim Mileage.	"Own Van At End, Get A Quote Today!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/peugeot/partner/partner-l1-diesel-625-s-16-hdi-75-van-sld-3326096					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Quick Leasing Quote	Range of cars in stock from £85	"Zero Deposit, delivery in days."	www.hippoleasing.co.uk/quote	http://www.hippoleasing.co.uk					Personal Leasing Quotes	Quick Leasing Quote (Generic)	removed	 --	Search Only	Standard	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £159.00pm	1.6 16V110Dynamique TommTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/megane-hatchback-1.6-16v-110-dynamique-tomtom-5dr-315154					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £154pm	Sports Hatch 1.8i 16V SRi 5dr	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback/insignia-hatchback-18i-vvt-sri-5dr-2311598					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Vauxhall Corsa Hatch £119	NEW Model Corsa 1.4 Sxi 5dr.	Alloys/CD/Air Con/In stock!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/corsa-hatchback/corsa-hatchback-14-sxi-5dr-2311498					Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £129pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-100i-zetec-5dr-345298					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ex Demo Hyundai I30 £188	1.6 CRDi Blue Drive Active 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback/i30-diesel-hatchback-16-crdi-blue-drive-active-5dr-5601350					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Vauxhall Insignia £149pm	"In Stock, 1.8i 16V Exclusiv 5dr"	"ABS,Trip Comp, Climate/Cruise"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback/insignia-hatchback-18i-16v-exclusiv-5dr-7147044					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £129pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-400813					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	JaguarXF 2.7 D Premium	"Only 3+35 £579 per month, WOW!"	This Luxury Deal is in Stock Now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=296					Jaguar	Jaguar Premium Luxury	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Range Roverr 3.6 TDV8 HSE	"Free delivery/road tax, only £699pm"	"Exclusive Offer, limited stock."	www.hippoleasing.co.uk/	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=334					RangeRover	3.6 TDV8 HSE	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £169pm	Brand New V-Insignia 1.8 16v	Now in Stock Delivery free in UK	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=109657					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
