"CRITERIA_PERFORMANCE_REPORT (Apr 24, 2015-Apr 30, 2015)"
Campaign ID,Ad group ID,Keyword ID,Keyword / Placement,Criteria Type,Impressions,Clicks,Cost
242712493,17072927653,5632971149,graph visualization tools,Keyword,0,0,0
242712493,17072927533,4988357833,cambridge.org,Placement,0,0,0
242712493,17453504653,25862326661,what are data analysis tools,Keyword,0,0,0
239224093,16905812773,105523838653,bioinformatics network visualization,Keyword,0,0,0
242712493,17072927653,10817972749,free data visualization software,Keyword,0,0,0
239224093,17901925093,12293422,bioinformatic,Keyword,0,0,0
242712493,17453504653,1444897515,tools for data analysis,Keyword,0,0,0
242712493,17380651333,3158266130,clustering visualization,Keyword,0,0,0
242712493,17170676893,23751891083,bioinformatics software list,Keyword,0,0,0
242712493,17072927533,71783060,biological data,Keyword,0,0,0
242712493,17897727013,132296092,bioinformatics phd,Keyword,0,0,0
239224093,16905812773,1756137521,network visualization tool,Keyword,0,0,0
239224093,17232303493,63595718584,connected graph in graph theory,Keyword,0,0,0
239224093,16905812773,105523837933,bio network visualization,Keyword,0,0,0
239224093,16905812773,577516457,biological network,Keyword,0,0,0
239224093,17232303613,5447726373,clustering problem,Keyword,0,0,0
242712493,17380651333,2855286632,statistics visualization,Keyword,1,0,0
239224093,17453504173,49297817410,example of data sets,Keyword,0,0,0
242712493,17170676053,22591592,genomics bioinformatics,Keyword,0,0,0
242712493,17072927533,45055358721,graph platform,Keyword,0,0,0
239224093,17232303373,1671342110,line on a graph,Keyword,0,0,0
242712493,17170676893,98038940,bioinformatic software,Keyword,0,0,0
239224093,17232303493,82120798075,graph theory node,Keyword,0,0,0
239224093,17901906733,12293422,bioinformatic,Keyword,0,0,0
239224093,16905812773,64308170712,graph navigation,Keyword,0,0,0
242712493,17072927533,577516457,biological network,Keyword,0,0,0
242712493,17453504653,96751372,analysis data,Keyword,0,0,0
256239493,17894556733,26272111,wwe,Keyword,0,0,0
242712493,17453504653,3130561347,data cluster analysis,Keyword,0,0,0
239224093,17232303373,19166854201,simple graph examples,Keyword,0,0,0
239224093,17901906733,1812313651,bioinformatic courses,Keyword,0,0,0
239224093,17453504173,31366847148,example data sets,Keyword,0,0,0
239224093,17092945573,102835321,biological databases,Keyword,0,0,0
242712493,17170676053,1438816932,advances in bioinformatics,Keyword,0,0,0
239224093,17232303613,968750549,clustering method,Keyword,0,0,0
242712493,17072927533,19849994354,biology-innovation.co.uk,Placement,0,0,0
239224093,17092945693,109509842,introduction to bioinformatics,Keyword,0,0,0
242712493,17072927653,5632971059,graph visualization tool,Keyword,0,0,0
239224093,17232303613,82860734949,what is a clusters,Keyword,0,0,0
239224093,17232303493,10793261293,math graph theory,Keyword,0,0,0
242712493,17072927773,90350619,data visualisation tools,Keyword,0,0,0
239224093,16905812773,20048821,data visualization,Keyword,0,0,0
242712493,17072927533,24440921,graph visualization,Keyword,0,0,0
242712493,17380651213,60767646,charting software free,Keyword,0,0,0
239224093,16905812773,10122047865,biomedical network,Keyword,0,0,0
242712493,17453504653,2435556789,online data analysis tools,Keyword,0,0,0
239224093,17232303373,63453051679,non directed graph,Keyword,0,0,0
242712493,17380651333,11436376075,best visualizations,Keyword,0,0,0
256239493,17894556733,11627941,wrestling,Keyword,0,0,0
242712493,17072927533,18574333,network visualization,Keyword,0,0,0
242712493,17380651213,23822530,software web,Keyword,0,0,0
239224093,16905812773,13249900,bioinformatics tools,Keyword,0,0,0
242712493,17380651213,5031986644,chart software free,Keyword,0,0,0
239224093,17232303493,63595456984,graph theory graphs,Keyword,0,0,0
242712493,17072927653,91212716,visualization tools,Keyword,0,0,0
242712493,17072927533,6801012940,visualization platform,Keyword,0,0,0
239224093,17232303493,62209612359,network in graph theory,Keyword,0,0,0
239224093,17232303493,62406910693,graph theory vertex,Keyword,0,0,0
242712493,17380651333,5564070523,website visualization,Keyword,0,0,0
242712493,17072927533,87449148538,geneticsalive.com,Placement,0,0,0
242712493,17380651213,28786916,web analysis software,Keyword,0,0,0
242712493,17170676053,17901522,masters in bioinformatics,Keyword,0,0,0
242712493,17380651213,16192940,analysis software,Keyword,0,0,0
242712493,17072927533,71783960,biomedical data,Keyword,0,0,0
242712493,17380651213,14853262,analytic software,Keyword,0,0,0
239224093,17232303493,82120797835,graph theory connected graph,Keyword,0,0,0
239224093,17901906733,102417916,bioinformatics research,Keyword,0,0,0
242712493,17380651213,56526716828,visualisation software free,Keyword,1,0,0
239224093,17232303493,2170233014,mathematics graph theory,Keyword,0,0,0
242712493,17072927653,1265584578,network visualization tools,Keyword,0,0,0
242712493,17453504653,161666569,data analysis online,Keyword,0,0,0
239224093,17232303373,12948676993,network graph visualization,Keyword,0,0,0
239224093,17232303613,61412190121,cluster mining,Keyword,0,0,0
242712493,17072927533,102176958973,interactive multiscale graph visualization,Keyword,0,0,0
242712493,17380651333,36270260,interactive visualization,Keyword,0,0,0
242712493,17072927653,90350639,data visualization tools,Keyword,0,0,0
242712493,17380651333,12743670141,mapping visualization,Keyword,0,0,0
239224093,17232303613,949683324,clustering search,Keyword,0,0,0
242712493,17072927533,1756137521,network visualization tool,Keyword,0,0,0
239224093,17232303373,47355471,graph layout,Keyword,0,0,0
242712493,17072927653,5321914694,graph visualization software,Keyword,0,0,0
242712493,17072927653,39259241,data visualization software,Keyword,0,0,0
242712493,17170676893,357230071,bioinformatics softwares,Keyword,0,0,0
239224093,17232303613,132678560,cluster visualization,Keyword,0,0,0
239224093,17232303613,61774589068,what is the clustering,Keyword,0,0,0
239224093,17232303493,1547422260,theory graph,Keyword,0,0,0
242712493,17072927653,546089572,network visualization software,Keyword,0,0,0
242712493,17453504653,1589265399,simple data analysis,Keyword,0,0,0
242712493,17453504653,35367356,web data analysis,Keyword,0,0,0
242712493,17072927533,346072197,nature.com,Placement,0,0,0
239224093,16905812773,10902641,bioinformatics,Keyword,0,0,0
239224093,17232303613,400150371,clustering technique,Keyword,0,0,0
242712493,17453504653,27080878562,best data analysis tools,Keyword,0,0,0
239224093,17092945693,18691501,what is bioinformatics,Keyword,0,0,0
239224093,17092945573,2500376760,information about biology,Keyword,0,0,0
239224093,17092945693,164165243,bioinformatics online,Keyword,0,0,0
239224093,17232303493,54894943217,about graph theory,Keyword,0,0,0
242712493,17072927533,20048821,data visualization,Keyword,0,0,0
242712493,17453504653,2478923891,tools of data analysis,Keyword,0,0,0
239224093,17092945693,102417916,bioinformatics research,Keyword,0,0,0
242712493,17380651333,1027217950,visualization library,Keyword,0,0,0
239224093,17901906733,11983484545,www.bioinformatics,Keyword,0,0,0
239224093,17092945693,1812313651,bioinformatic courses,Keyword,0,0,0
239224093,17232303373,5321913434,visualization graphs,Keyword,0,0,0
239224093,17453504173,3761051692,example of a data set,Keyword,0,0,0
242712493,17072927773,90350679,data visualisation software,Keyword,0,0,0
239224093,17232303613,4511871964,what is a clustering,Keyword,0,0,0
239224093,17092945693,11983484545,www.bioinformatics,Keyword,0,0,0
239224093,17901925093,1812313651,bioinformatic courses,Keyword,0,0,0
242712493,17072927533,18143578923,interactive graph visualization,Keyword,0,0,0
242712493,17380651213,16529302,web analytics software,Keyword,0,0,0
239224093,16905812773,24440921,graph visualization,Keyword,0,0,0
239224093,16905812773,105515146813,biological graph visualization,Keyword,0,0,0
Total, --, --, --, --,44707,54,6360000
